Name,MainAirline,RewardsID,Age,Gender,Race,HomeAirport
Michael Sunday,HA,HA94560,80,M,Native Hawaiian/Pacific Islander,SAN
Charley Villasenor,AS,AS27765,60,M,Hispanic/Latino,DFW
Lisa Haddock,DL,DL71418,70,F,Asian,SAN
Richard Kovacs,AA,AA59996,67,M,Asian,BWI
Nancy Dougherty,AS,AS53086,75,F,White,FLL
Wanda Roeger,AS,AS39056,75,F,Hispanic/Latino,BOS
Gemma Chamberlain,DL,DL98657,80,F,Native Hawaiian/Pacific Islander,PHX
Lamont Salimi,DL,DL80965,23,M,Hispanic/Latino,IAD
Terri Witte,AS,AS44948,31,F,Asian,SEA
Catherine Kreisler,AA,AA40168,57,F,Black/African American,CLT
Barry Elmore,SW,SW31645,23,M,Native Hawaiian/Pacific Islander,CLT
Max Cadogan,DL,DL93347,81,M,Native American/Alaska Native,DFW
Norma Trevino,SW,SW92687,30,F,Black/African American,MCO
Marilyn Xiong,DL,DL39729,71,F,White,ATL
Mary Fox,DL,DL35050,22,F,Native Hawaiian/Pacific Islander,EWR
Sharon Johnson,HA,HA39718,43,F,Asian,IAD
Alexander Tapia,UA,UA34484,45,M,Asian,IAD
Kevin Metcalf,HA,HA51749,68,M,Native Hawaiian/Pacific Islander,PHL
Dana Olson,AS,AS63939,54,F,Asian,PHL
Ricardo Land,DL,DL99941,75,M,Asian,PHL
Barry Brown,HA,HA82514,26,M,Native Hawaiian/Pacific Islander,DTW
Dana Vazquez,UA,UA19586,28,F,White,JFK
Jerry Struck,AS,AS71079,78,M,Native American/Alaska Native,IAH
Juli Cacioppo,AS,AS15274,84,F,Native American/Alaska Native,MDW
Robert Yarborough,UA,UA38582,52,M,Black/African American,SAN
Shannon Gutierrez,DL,DL36647,48,F,Asian,DFW
Gerald Atchison,UA,UA10596,35,M,Black/African American,LAX
Heather Winter,DL,DL77297,71,F,Hispanic/Latino,LAX
Garry Mueller,AA,AA22294,27,M,White,DFW
Lisa Cahee,UA,UA97499,66,F,Asian,MSP
Joshua Parker,HA,HA68484,54,M,White,LAX
Kristie Hastings,HA,HA18477,69,F,Asian,DFW
Gustavo Wilson,HA,HA69899,30,M,Black/African American,SAN
Leo Riester,AS,AS18831,66,M,White,PHL
Johnson Cairns,UA,UA27701,83,M,Hispanic/Latino,LGA
Mary May,SW,SW75289,38,F,White,TPA
Terry Corrigan,AS,AS88369,30,M,Native American/Alaska Native,JFK
Sharon Nebel,AA,AA33399,32,F,Hispanic/Latino,BNA
Craig Rodriguez,SW,SW15142,24,M,Black/African American,SAN
James Pereira,SW,SW19117,74,M,Hispanic/Latino,SAN
Carol Andrews,UA,UA27094,61,F,Native American/Alaska Native,SLC
Ralph Wilczynski,AA,AA17565,53,M,Native American/Alaska Native,FLL
Maria Haas,SW,SW65219,82,F,White,PHX
Bonnie Hull,UA,UA47160,82,F,White,IAH
Kevin Brown,AS,AS16758,47,M,Native Hawaiian/Pacific Islander,MCO
Michael Tomlinson,HA,HA16823,80,M,Native Hawaiian/Pacific Islander,CLT
Alecia Bannerman,DL,DL68987,58,F,Asian,DEN
Christopher Wesson,UA,UA91805,25,M,Hispanic/Latino,MCO
Maureen Ford,AA,AA97560,31,F,Hispanic/Latino,SAN
Charles Gomes,DL,DL50404,35,M,White,MSP
Charles Lima,SW,SW71644,78,M,Hispanic/Latino,DTW
Teresa Ross,AS,AS52079,78,F,White,DEN
Frederick Dotson,SW,SW51738,83,M,Hispanic/Latino,MCO
Thomas Gardner,UA,UA59381,66,M,White,MIA
Jason Flies,AA,AA45564,25,M,Black/African American,BOS
Elvis Dishman,SW,SW37001,28,M,Asian,PHX
Joyce Reeves,AS,AS56437,29,F,Black/African American,BOS
Christopher Valdez,HA,HA46164,42,M,White,ATL
Travis Keaton,AS,AS75776,42,M,Native American/Alaska Native,MSP
Hilma Bell,DL,DL24430,52,F,Native American/Alaska Native,TPA
Robert Foster,DL,DL50085,67,M,Hispanic/Latino,BNA
Tim Kindrick,DL,DL34992,65,M,Hispanic/Latino,MCO
Charles Gross,AA,AA69524,46,M,Black/African American,EWR
Olive Wenrich,SW,SW18538,63,F,Black/African American,LGA
Edna Mckee,HA,HA49617,26,F,Asian,BWI
Robert Smith,HA,HA19827,53,M,Hispanic/Latino,DFW
Alma Beltran,SW,SW25563,25,F,Native Hawaiian/Pacific Islander,LAX
Alissa Mullins,DL,DL22078,35,F,White,ORD
Marcus Frascone,SW,SW92745,59,M,Asian,DTW
Andrea Norris,SW,SW78210,76,F,Asian,BOS
June Schmidt,SW,SW57609,35,F,Native American/Alaska Native,ORD
Howard Sarkin,HA,HA44885,57,M,White,LAX
Rebecca Hollander,AS,AS15729,45,F,Native American/Alaska Native,SAN
Mark Kelly,AS,AS43820,62,M,Asian,MIA
Kelly Cruz,UA,UA10082,53,F,Asian,JFK
Cassandra Brooks,DL,DL52833,41,F,Asian,SFO
Marie Fountain,DL,DL68014,61,F,Asian,SFO
Tyra Silversmith,UA,UA96785,23,F,Native American/Alaska Native,DEN
Timothy Miller,UA,UA88894,28,M,Hispanic/Latino,DTW
Sean Gomez,HA,HA62713,56,M,White,SAN
William Chiles,AA,AA17497,74,M,Native Hawaiian/Pacific Islander,SAN
Holly Schillinger,SW,SW81623,22,F,Black/African American,SAN
Gerald Taylor,AA,AA63325,49,M,White,MSP
Susie Mitchell,DL,DL49634,42,F,Black/African American,MCO
John Craft,AS,AS55625,76,M,Native American/Alaska Native,ORD
Linda Washington,AA,AA62993,61,F,Native Hawaiian/Pacific Islander,DFW
Lisa Tolbert,AS,AS64305,64,F,White,BWI
Kirk Vincent,HA,HA60039,51,M,Native American/Alaska Native,LAX
Leslie Stacy,AA,AA89313,29,F,White,IAH
James Bonilla,AA,AA58069,29,M,Hispanic/Latino,ORD
Russell Coyle,HA,HA74693,65,M,White,LAS
Yvonne Winters,AA,AA11645,25,F,Black/African American,MIA
Thomas Franks,DL,DL63526,83,M,Asian,DEN
Pauline Loyd,SW,SW14878,35,F,Black/African American,BWI
Michael Garner,AA,AA68718,32,M,Hispanic/Latino,SLC
David Holley,DL,DL93070,66,M,Hispanic/Latino,MIA
Barbara Paro,AA,AA34290,71,F,White,BOS
Bridgette Armstrong,SW,SW44863,27,F,Hispanic/Latino,ORD
Russell Coffey,SW,SW21258,71,M,Black/African American,MDW
Jan Joseph,SW,SW20280,61,F,Asian,IAH
Jeffery Messick,UA,UA20880,75,M,Native Hawaiian/Pacific Islander,IAD
Anthony Sherwood,SW,SW48482,42,M,Native American/Alaska Native,BWI
Nancy Brant,AA,AA25241,23,F,Hispanic/Latino,CLT
Michael Carmona,SW,SW72847,33,M,Native American/Alaska Native,ATL
Anthony Lowry,AS,AS61716,24,M,Black/African American,LGA
Judy Golden,DL,DL89708,43,F,Black/African American,LGA
Desmond Turner,AA,AA56955,43,M,Native Hawaiian/Pacific Islander,MDW
Colleen Pellegrin,SW,SW10026,65,F,Black/African American,BOS
Donald Simmons,HA,HA94692,35,M,Asian,BNA
Martha Norris,DL,DL97057,30,F,White,BWI
Deborah Nicholson,UA,UA61355,70,F,Black/African American,SEA
Rosina Jack,SW,SW73610,35,F,Native Hawaiian/Pacific Islander,BNA
Jessica Sanchez,DL,DL56468,56,F,White,PHX
Mittie Lopez,AS,AS74388,77,F,Black/African American,PHX
Robert Joseph,HA,HA59477,68,M,Native Hawaiian/Pacific Islander,SEA
Betty Reynolds,DL,DL78137,44,F,Asian,PHX
Beverly Gallagher,DL,DL79334,59,F,Black/African American,FLL
Rose Boyce,DL,DL99787,79,F,Asian,SAN
Marlene Gomez,AA,AA43365,66,F,Asian,BOS
Shelley Jones,UA,UA19346,57,F,Asian,DFW
Mary Mcguire,AS,AS70754,70,F,Hispanic/Latino,FLL
George Walters,UA,UA56349,82,M,Native Hawaiian/Pacific Islander,MCO
Floyd Smith,UA,UA51930,47,M,White,LAS
Earl Haskell,HA,HA37898,61,M,Asian,JFK
Randall Meyer,DL,DL58038,81,M,Asian,MIA
Mathilde Brown,DL,DL96912,64,F,Native American/Alaska Native,DTW
Leon Hunter,UA,UA77184,32,M,Native American/Alaska Native,MIA
Della Counselman,DL,DL66117,30,F,Black/African American,DFW
James Andersen,UA,UA33118,40,M,Black/African American,BWI
Roberto Mccray,DL,DL53575,42,M,Native American/Alaska Native,PHX
Cecil Mysak,AS,AS48188,50,M,Hispanic/Latino,BOS
Douglas Taylor,AS,AS38755,56,M,Native Hawaiian/Pacific Islander,MCO
Lela Zink,HA,HA68097,37,F,Hispanic/Latino,SLC
Yi Oelke,HA,HA19121,57,F,Hispanic/Latino,BOS
Phillip Lara,AS,AS34859,54,M,Black/African American,DTW
Justin Carrillo,HA,HA90029,40,M,Native Hawaiian/Pacific Islander,DTW
Alice Lund,AA,AA94275,75,F,Native Hawaiian/Pacific Islander,BOS
Juan Willis,UA,UA13582,77,M,Hispanic/Latino,PHX
Kandy Morrison,UA,UA63767,74,F,Asian,CLT
Mary Chavira,AA,AA47165,25,F,Native American/Alaska Native,DTW
Daniel Clore,AS,AS29501,30,M,Black/African American,JFK
Mindy Coleman,AS,AS52618,34,F,Native American/Alaska Native,MSP
Jefferson Clinton,AS,AS15288,29,M,White,ATL
Kristi Holloway,AA,AA50056,41,F,Hispanic/Latino,JFK
Nancy Whiting,SW,SW40718,43,F,Black/African American,MSP
Mildred Day,UA,UA15496,58,F,Black/African American,IAH
James Staggs,SW,SW98243,42,M,Native Hawaiian/Pacific Islander,IAH
Jefferson Mathis,AS,AS93121,49,M,White,IAD
John Martinez,SW,SW46787,23,M,Native American/Alaska Native,SLC
Herb Hurley,AA,AA22678,24,M,White,JFK
Edna Chaves,AA,AA84577,30,F,Asian,TPA
Thelma Bailey,DL,DL52660,44,F,Black/African American,DFW
Karen Andrews,AA,AA36249,82,F,Native American/Alaska Native,SFO
Matthew Ford,DL,DL84237,56,M,Hispanic/Latino,DEN
Brittany Shine,DL,DL85390,46,F,Native Hawaiian/Pacific Islander,PHX
Thomas Schaeffer,SW,SW39857,42,M,Asian,EWR
Leslie Corbett,AS,AS43469,62,M,Native American/Alaska Native,ATL
Audrey Ogara,SW,SW99969,53,F,Native Hawaiian/Pacific Islander,TPA
Angelique Rivers,AA,AA68423,22,F,Native Hawaiian/Pacific Islander,JFK
Donald Rosa,SW,SW71225,58,M,White,SLC
Lois Jefferis,SW,SW11366,83,F,Hispanic/Latino,BNA
Cassandra Cusano,AS,AS18134,84,F,Native Hawaiian/Pacific Islander,TPA
Albert Paniagua,AA,AA34850,75,M,White,TPA
Ellen Spruiell,SW,SW61032,42,F,Black/African American,BNA
Angela Reyes,HA,HA63116,50,F,White,SAN
Sherri Sears,UA,UA73767,65,F,White,BWI
Donald Horstman,UA,UA60967,60,M,Asian,IAD
Jeffrey Woo,DL,DL41968,69,M,Native American/Alaska Native,LGA
Jacquelyn Sutter,AA,AA34202,28,F,Black/African American,MCO
Terry Hatchett,HA,HA85532,50,F,Asian,DFW
Judy Morris,AA,AA54157,54,F,Native Hawaiian/Pacific Islander,SEA
Christina Rodriguez,AA,AA77101,25,F,Native American/Alaska Native,BWI
Jami Sweeney,AA,AA76806,43,F,Hispanic/Latino,IAH
Gregory Clark,SW,SW41763,47,M,Native Hawaiian/Pacific Islander,DEN
Frances Swett,AA,AA22013,73,F,Asian,MSP
Dorthy Witt,SW,SW83460,80,F,Hispanic/Latino,FLL
Imelda Rodriguez,SW,SW31787,35,F,Asian,LAX
Caroline William,SW,SW97663,79,F,Native Hawaiian/Pacific Islander,MIA
Bette Fowler,AA,AA30974,80,F,Hispanic/Latino,MIA
Petra Wahl,AA,AA63769,82,F,Asian,SFO
Bridgette Howell,AA,AA16548,64,F,Asian,JFK
Katherina Richards,AS,AS71745,45,F,White,SFO
Johnny Lacoy,SW,SW26834,43,M,Hispanic/Latino,SAN
Iris Richard,HA,HA41261,38,F,Native American/Alaska Native,SAN
Kyle Grey,SW,SW26078,30,M,Native Hawaiian/Pacific Islander,ORD
Katherine Miller,HA,HA61654,62,F,Asian,LAS
Isabel Smith,SW,SW99901,28,F,Native American/Alaska Native,LAS
Teresa Clower,AA,AA87566,46,F,Black/African American,PHX
Sonja Lesage,SW,SW75833,30,F,Asian,IAD
James Opland,UA,UA15722,71,M,Asian,BNA
Kathleen Pante,HA,HA26192,76,F,Native American/Alaska Native,PHL
Florence Simpkins,DL,DL96272,54,F,Asian,BWI
Kelvin Foster,SW,SW73366,69,M,Native American/Alaska Native,PHL
Ashley Swain,SW,SW36319,49,F,Native American/Alaska Native,BWI
Sandra Shane,SW,SW22749,37,F,Native American/Alaska Native,PHL
Peggy Roy,AS,AS10977,29,F,White,LAX
Betty Martin,AS,AS95680,58,F,Native Hawaiian/Pacific Islander,MSP
Bill Thomas,DL,DL99455,75,M,Asian,LGA
Jo Williams,HA,HA31307,28,F,Native American/Alaska Native,LAS
Catalina Thomas,UA,UA81590,57,F,Asian,SLC
Tamara Baca,SW,SW34055,71,F,White,SLC
Douglas Vazquez,DL,DL57443,55,M,Native Hawaiian/Pacific Islander,PHL
Kenneth Lee,SW,SW28064,84,M,Hispanic/Latino,ORD
Lamont Singleton,AA,AA80527,33,M,Native American/Alaska Native,BWI
Chong Brown,DL,DL42383,42,F,Asian,MSP
Cheryl White,DL,DL76259,51,F,Asian,MDW
Nickolas Conlin,AA,AA56210,80,M,Black/African American,EWR
Gary Bearden,SW,SW59197,59,M,Native American/Alaska Native,MDW
Alda Curb,SW,SW78338,50,F,Black/African American,FLL
Linda Johnson,UA,UA47657,36,F,Hispanic/Latino,TPA
Amy Tatum,AA,AA45638,63,F,Hispanic/Latino,MCO
Clyde Payne,AA,AA80213,32,M,Black/African American,MIA
Nellie Digangi,HA,HA80605,51,F,Native Hawaiian/Pacific Islander,TPA
Ella Siddoway,SW,SW59282,23,F,Hispanic/Latino,EWR
Brittany Jones,AA,AA40048,64,F,Native American/Alaska Native,IAH
Wayne Freed,DL,DL64314,24,M,Black/African American,BOS
Jerri Hamilton,HA,HA12535,63,F,Asian,ORD
Kathy Camp,DL,DL39732,68,F,White,TPA
Patricia Lofton,SW,SW24309,43,F,Asian,PHX
Jami Gatton,UA,UA25076,36,F,Native Hawaiian/Pacific Islander,DTW
Benjamin Parker,SW,SW23401,26,M,White,CLT
Juan Runnels,SW,SW93209,83,M,Black/African American,IAD
Justin Stewart,SW,SW59998,23,M,Hispanic/Latino,PHX
Lee Levy,SW,SW35072,74,M,Hispanic/Latino,LAX
Aaron Johnson,HA,HA86057,74,M,Black/African American,DEN
Mitchell Felder,DL,DL97202,71,M,Black/African American,IAD
Norman Daigle,DL,DL35552,81,M,Hispanic/Latino,IAH
Mary Moore,DL,DL92018,31,F,White,ORD
Harold Cook,HA,HA41256,71,M,Native American/Alaska Native,SEA
Russell Robinson,DL,DL98928,74,M,White,SFO
Debra Johnson,DL,DL89905,55,F,White,LAS
Charles Janda,AS,AS56389,50,M,Asian,BNA
Vera Sebeniecher,SW,SW55709,41,F,Native American/Alaska Native,MDW
Raymond Kramer,HA,HA58974,49,M,Hispanic/Latino,MDW
Andre Abadi,HA,HA24812,47,M,Native American/Alaska Native,ATL
Thomas Pellham,UA,UA16076,27,M,Native American/Alaska Native,CLT
Janice Knapp,AS,AS70128,71,F,White,ATL
Monica Smith,AS,AS45115,43,F,Hispanic/Latino,LGA
James Labianca,DL,DL91530,57,M,Asian,ORD
Inez Elliott,SW,SW93567,46,F,Native American/Alaska Native,BOS
Michael Kelley,AA,AA94678,84,M,Native American/Alaska Native,BNA
Eldon Nickerson,SW,SW73448,51,M,Hispanic/Latino,DFW
Thomas Nash,DL,DL33225,34,M,Native American/Alaska Native,BWI
Kenneth Windley,HA,HA85909,33,M,Black/African American,SAN
Frank Davis,HA,HA86100,72,M,Black/African American,LGA
Amy Cady,HA,HA73484,37,F,Native American/Alaska Native,DEN
Marilyn Ware,AS,AS17533,56,F,Asian,IAD
Andrew Holbrook,AS,AS55253,76,M,Hispanic/Latino,PHX
Melanie Cavazos,AS,AS16791,35,F,White,DEN
Geraldine Crites,SW,SW33856,22,F,Native American/Alaska Native,LAS
Monica Adamson,AS,AS89025,37,F,Native Hawaiian/Pacific Islander,BWI
Ann Cruz,DL,DL50462,60,F,White,FLL
Rogelio Charles,AS,AS22570,62,M,Black/African American,CLT
Marvin Humphrey,DL,DL46595,29,M,Asian,SFO
Joanna Brewer,UA,UA29095,27,F,Native Hawaiian/Pacific Islander,SAN
Steven Collins,AS,AS55714,64,M,White,LAS
Lena Echeverria,AA,AA67630,57,F,Native American/Alaska Native,MSP
Barbara Graham,AA,AA76407,39,F,White,SFO
Carl Pursifull,HA,HA97699,35,M,Black/African American,LAS
Darlene Hendricks,UA,UA12208,38,F,Native American/Alaska Native,ATL
William Currier,HA,HA38110,41,M,Native American/Alaska Native,PHL
Leroy Downer,AS,AS26218,75,M,Hispanic/Latino,MIA
Connie Horton,DL,DL84122,52,F,Native American/Alaska Native,ORD
Wallace Miracle,SW,SW39280,62,M,Native Hawaiian/Pacific Islander,LAS
Christopher Harper,AA,AA20046,60,M,Native American/Alaska Native,ATL
Emily Mcewen,HA,HA94596,22,F,White,MCO
James Maobi,DL,DL18521,42,M,Asian,ORD
Felicia Carrol,DL,DL59660,46,F,Asian,IAH
Todd Ayres,AA,AA44424,46,M,Native Hawaiian/Pacific Islander,JFK
Melanie Derryberry,DL,DL55479,31,F,White,PHL
Armando Schreiner,DL,DL88979,60,M,Asian,IAD
Tammy Williams,AS,AS58726,50,F,White,ATL
Georgianna Buza,AS,AS30973,41,F,Hispanic/Latino,MCO
Jeremy Penderel,DL,DL92104,32,M,White,MCO
Billie Lafond,HA,HA63979,63,F,Black/African American,IAH
Pamela Culley,HA,HA11169,76,F,White,DTW
George Blanchard,HA,HA30388,59,M,Hispanic/Latino,SAN
Kristine Dean,DL,DL28850,66,F,White,IAD
Naomi Pilkinton,SW,SW76222,65,F,Native Hawaiian/Pacific Islander,ATL
Frank Roby,AS,AS71039,61,M,Black/African American,MIA
Crystal Lee,UA,UA14114,58,F,Native American/Alaska Native,JFK
Nakisha Smith,UA,UA44378,50,F,Native American/Alaska Native,EWR
Jennifer Gallman,SW,SW97937,50,F,Hispanic/Latino,EWR
Rhonda Tunnell,AA,AA81124,57,F,Asian,FLL
Jose Lewis,SW,SW66419,59,M,Native American/Alaska Native,EWR
Kenneth Roper,HA,HA96285,67,M,Hispanic/Latino,TPA
Amy Fields,UA,UA97707,31,F,White,SFO
David Seltzer,UA,UA50056,58,M,Native American/Alaska Native,BOS
Alexander Sanders,HA,HA38167,74,M,Native Hawaiian/Pacific Islander,CLT
Joshua Kemp,AA,AA47731,76,M,Native American/Alaska Native,SEA
William Haines,AS,AS46299,29,M,Native American/Alaska Native,DTW
Linda Chesnutt,DL,DL96493,80,F,Hispanic/Latino,MCO
Bessie Cass,AA,AA71115,36,F,Black/African American,PHX
Michael Mcginnis,AS,AS11883,76,M,Native Hawaiian/Pacific Islander,MSP
Isaac Davis,AS,AS99959,83,M,White,ORD
Donald Avila,DL,DL10849,24,M,Hispanic/Latino,ATL
Hector Snelgrove,UA,UA72139,51,M,Black/African American,SFO
Allison Penna,DL,DL69021,52,F,Hispanic/Latino,MDW
Douglas Jacklin,AA,AA74120,24,M,Black/African American,TPA
Liana Desai,AA,AA31967,37,F,Black/African American,DFW
Sandra Tippins,AA,AA11207,24,F,Black/African American,MIA
Isabel Meeker,SW,SW37173,83,F,Native American/Alaska Native,PHL
Richard Blank,UA,UA35039,56,M,Black/African American,MSP
Susan Nava,DL,DL41233,75,F,Asian,DTW
Johnnie Rivera,AS,AS15341,61,F,Black/African American,LAS
Carol Monaco,UA,UA31268,61,F,Native American/Alaska Native,SLC
Ralph Scott,AA,AA97523,43,M,Native Hawaiian/Pacific Islander,CLT
Janet Sisk,DL,DL82123,67,F,Hispanic/Latino,LAX
Stella Sabo,DL,DL93899,28,F,White,DEN
Alan Lamping,UA,UA72279,31,M,Hispanic/Latino,BNA
Rick Finley,SW,SW99497,46,M,Native Hawaiian/Pacific Islander,FLL
Enrique Harne,HA,HA65885,52,M,Hispanic/Latino,BOS
Robert Enriquez,HA,HA71671,84,M,Asian,MSP
Fransisca Austin,DL,DL68844,53,F,Native American/Alaska Native,CLT
Shane Buckingham,HA,HA45201,33,M,Asian,PHL
Mavis Huston,DL,DL17429,63,F,Hispanic/Latino,DEN
Melissa Armstrong,UA,UA62097,75,F,Hispanic/Latino,JFK
Glenn Washington,AA,AA78644,70,M,Asian,JFK
Fredrick Hampton,AA,AA20572,65,M,White,LAX
Maritza Cordoua,HA,HA72337,59,F,White,EWR
Martha Burdine,AS,AS36223,22,F,Native American/Alaska Native,MCO
Rosia Brescia,HA,HA14823,56,F,Native American/Alaska Native,LAS
Kelly Jensen,AS,AS42250,46,M,White,LAX
Cindy Hill,AA,AA60486,31,F,Native Hawaiian/Pacific Islander,DEN
Marguerite Enger,AS,AS36052,55,F,Native American/Alaska Native,MDW
Donald Rodriguez,AA,AA74509,55,M,Black/African American,BNA
Rhonda Pointer,DL,DL20456,37,F,Hispanic/Latino,FLL
Connie Basista,AS,AS86806,36,F,Hispanic/Latino,CLT
Manuel Burnette,AA,AA39502,69,M,White,ORD
Pamelia Guevarra,SW,SW43384,49,F,Black/African American,CLT
Charles Mcelwain,SW,SW23202,43,M,Hispanic/Latino,MIA
Troy Cruz,AA,AA34146,68,F,White,MIA
Kristi Gooding,HA,HA49676,43,F,Asian,LGA
Mark Rivas,SW,SW29131,28,M,Black/African American,PHX
Matthew Barritt,UA,UA92328,81,M,Asian,DTW
William Brown,SW,SW42095,39,M,Asian,DTW
Daniel Webber,HA,HA48500,33,M,Asian,FLL
Martha Kinne,SW,SW99027,31,F,Native American/Alaska Native,SEA
Amber Rand,HA,HA65021,37,F,Black/African American,SAN
Mark Cunningham,DL,DL92551,66,M,Hispanic/Latino,DEN
Donald Daymude,HA,HA12966,35,M,Native Hawaiian/Pacific Islander,SFO
Lizzie Hagan,AS,AS64872,81,F,White,EWR
Anthony Giles,AA,AA31161,40,M,Black/African American,DTW
Bobby Torres,AS,AS37596,72,M,Hispanic/Latino,ATL
Gina Reese,AS,AS86527,39,F,Black/African American,IAH
James Howard,AA,AA93960,23,M,Asian,DTW
Tina Hooper,HA,HA39509,62,F,White,IAH
Benjamin Foltz,AS,AS79658,26,M,Native American/Alaska Native,DFW
Lora Kelly,DL,DL24289,58,F,Asian,SAN
Dorothy Tamborlane,AA,AA10803,61,F,Black/African American,MCO
Susan Reimold,DL,DL64159,43,F,Hispanic/Latino,MDW
Casey Rocco,DL,DL17649,66,M,White,JFK
Willie Bell,AA,AA21370,45,M,White,MCO
Joseph Deshotel,AA,AA59313,47,M,Native American/Alaska Native,ATL
Ernestine Garrick,AS,AS22873,71,F,Black/African American,SFO
James Velasquez,HA,HA53753,72,M,White,CLT
Kevin Miller,HA,HA19531,71,M,White,PHX
John Acosta,AA,AA21903,84,M,Hispanic/Latino,PHL
Alan Markow,DL,DL15559,76,M,Native American/Alaska Native,IAD
Samuel Soland,UA,UA20002,73,M,Hispanic/Latino,SAN
Christine Jones,DL,DL60474,53,F,Native Hawaiian/Pacific Islander,FLL
Mary Foster,DL,DL77708,49,F,Hispanic/Latino,IAD
John Schmidt,AA,AA12747,84,M,Hispanic/Latino,LAX
Lisa Grinnell,AS,AS33567,62,F,Hispanic/Latino,FLL
David Zolezzi,AA,AA86776,82,M,Native Hawaiian/Pacific Islander,BOS
Rebecca Bodin,UA,UA39482,65,F,Hispanic/Latino,LGA
Clarence Beavers,UA,UA37774,76,M,Black/African American,TPA
Delpha Macias,DL,DL60133,83,F,White,LAX
Lois Johnson,SW,SW43721,42,F,Hispanic/Latino,PHL
Eliza Jasso,HA,HA66957,82,F,White,PHL
Agnes Wolfinger,AS,AS73192,33,F,Hispanic/Latino,BOS
Nan Veloz,UA,UA88159,82,F,Hispanic/Latino,MSP
Brandee Morrison,SW,SW29779,34,F,Native Hawaiian/Pacific Islander,MSP
Laura Hanson,UA,UA12274,47,F,Native Hawaiian/Pacific Islander,SEA
Freda Parent,AS,AS17984,33,F,Native American/Alaska Native,LAS
Christopher Tran,AA,AA86695,74,M,Hispanic/Latino,DFW
Mandi Guerrero,HA,HA35221,62,F,Hispanic/Latino,SFO
Van Hansen,HA,HA77488,33,M,Hispanic/Latino,PHX
Ruben Salinas,AS,AS51625,59,M,Native Hawaiian/Pacific Islander,SLC
James Bane,UA,UA64173,46,M,White,MDW
Brett Gagne,DL,DL19621,51,M,Black/African American,BWI
Alberta Santarelli,SW,SW89442,24,F,Asian,MCO
Joan Reper,UA,UA11218,50,F,Native Hawaiian/Pacific Islander,DFW
Karen Jaquet,AA,AA32392,73,F,Black/African American,BNA
Sharon Hunnicutt,AS,AS62826,33,F,Black/African American,BWI
Claire Mcgee,SW,SW31351,66,F,Black/African American,DFW
Fabian Guerra,UA,UA60144,71,M,Black/African American,TPA
Martha Sutter,UA,UA74416,54,F,White,LAS
Cindy Fennel,SW,SW97110,51,F,Native Hawaiian/Pacific Islander,LAX
Norman Bentley,AS,AS34138,54,M,Native Hawaiian/Pacific Islander,TPA
Daniel Garcia,AS,AS18493,62,M,Asian,DEN
Anna Pray,DL,DL70137,54,F,Native Hawaiian/Pacific Islander,SFO
Elizabeth Ellis,AS,AS76083,39,F,White,PHX
Joshua Harris,SW,SW89314,79,M,Hispanic/Latino,PHL
Judy Rollman,DL,DL15433,29,F,Native American/Alaska Native,MCO
Robert Coburn,HA,HA21985,66,M,White,TPA
Sarah Walsh,AS,AS64925,73,F,Native American/Alaska Native,CLT
Nola Cozzolino,HA,HA24634,47,F,Native American/Alaska Native,LAX
Lovella Primavera,UA,UA29128,79,F,Native American/Alaska Native,BOS
Emily Miller,SW,SW70940,51,F,Black/African American,PHL
William Jackson,UA,UA50456,52,M,Native Hawaiian/Pacific Islander,JFK
Jacqueline Kirtland,DL,DL35130,58,F,Asian,DFW
Clifton Sanches,AS,AS94638,37,M,White,BWI
Judith Leaf,HA,HA91038,43,F,White,MSP
Joey Frank,UA,UA80408,45,M,Native American/Alaska Native,SEA
Helen Rodriguez,AA,AA11691,43,F,Native American/Alaska Native,SFO
Gordon Brennan,UA,UA93296,77,M,Native American/Alaska Native,LAS
James Gwynn,DL,DL27786,29,M,Black/African American,DEN
Alfonzo Hamilton,DL,DL77734,66,M,Native American/Alaska Native,BWI
Elodia Sparaco,HA,HA78805,70,F,Native Hawaiian/Pacific Islander,IAH
Cornelius Alvarado,AS,AS54044,25,M,Black/African American,MSP
Kathryn Edwards,AS,AS70038,33,F,Native Hawaiian/Pacific Islander,BNA
Gladys Curley,SW,SW60910,52,F,Native American/Alaska Native,ATL
Amy Toelke,SW,SW66311,34,F,White,SAN
Gail Simmons,SW,SW74025,48,F,Native American/Alaska Native,BOS
Charles Roth,AA,AA12057,31,M,Black/African American,PHX
Albert Adamson,DL,DL92501,34,M,Native Hawaiian/Pacific Islander,SFO
Tamra Kilmer,HA,HA43715,31,F,Hispanic/Latino,PHX
Christine Anderson,UA,UA60163,82,F,Asian,MSP
Scott Headrick,SW,SW95588,35,M,Native American/Alaska Native,FLL
Arturo Fitzgerald,DL,DL45283,55,M,Black/African American,BOS
Willie Kertis,SW,SW84731,29,M,White,BNA
Christopher Bogan,DL,DL40070,27,M,Hispanic/Latino,ATL
Virginia Mangham,HA,HA37670,81,F,Asian,JFK
Sarah Wyant,UA,UA53325,78,F,Native Hawaiian/Pacific Islander,BNA
